0.000000 , 2756.000000
4.150000 , 2869.000000
8.300000 , 709.000000
12.450000 , 176.000000
16.600000 , 158.000000
20.750000 , 165.000000
24.900000 , 201.000000
29.050000 , 136.000000
33.200000 , 128.000000
37.350000 , 131.000000
41.500000 , 166.000000
45.650000 , 439.000000
49.800000 , 834.000000
53.950000 , 568.000000
58.100000 , 214.000000
62.250000 , 151.000000
66.400000 , 116.000000
70.550000 , 97.000000
74.700000 , 130.000000
78.850000 , 197.000000
83.000000 , 243.000000
87.150000 , 191.000000
91.300000 , 257.000000
95.450000 , 341.000000
99.600000 , 387.000000
103.750000 , 457.000000
107.900000 , 889.000000
112.050000 , 1276.000000
116.200000 , 1922.000000
120.350000 , 2514.000000
124.500000 , 2321.000000
128.650000 , 2812.000000
132.800000 , 4110.000000
136.950000 , 6621.000000
141.100000 , 4695.000000
145.250000 , 4880.000000
149.400000 , 6384.000000
153.550000 , 6376.000000
157.700000 , 6719.000000
161.850000 , 9281.000000
166.000000 , 6531.000000
170.150000 , 7197.000000
174.300000 , 8195.000000
178.450000 , 9634.000000
182.600000 , 10158.000000
186.750000 , 10232.000000
190.900000 , 13375.000000
195.050000 , 11967.000000
199.200000 , 12953.000000
203.350000 , 13035.000000
207.500000 , 17275.000000
211.650000 , 22420.000000
215.800000 , 21707.000000
219.950000 , 23926.000000
224.100000 , 17325.000000
228.250000 , 12942.000000
232.400000 , 8201.000000
236.550000 , 4567.000000
240.700000 , 2035.000000
244.850000 , 508.000000